Threshold,Features,Linear_recall_score,Linear_f1_score,Knn_recall_score,Knn_f1_score,Logistic_recall_score,Logistic_f1_score
0.13,2,0.988427308042283,0.6997080997985229,0.0,0.0,0.988427308042283,0.6997080997985229
0.13,3,0.9910047214833532,0.6982107821404365,0.07770117358042726,0.1408673549527649,0.9913716666867137,0.6974822880478521
0.13,4,0.9908330735676408,0.7015163150583713,0.14705409420744517,0.24532878904005972,0.9896741235227969,0.7050310713387842
0.13,5,0.9913710895131743,0.7131685198942095,0.6594041849685777,0.6563991550938236,0.9873259663999342,0.7202705454216977
0.13,6,0.9914272136750117,0.7129623641473809,0.7659536993958019,0.7061494953435842,0.9875234131711235,0.7200655100132588
0.13,7,0.9913725680176587,0.71361208830162,0.9388014535938529,0.7421776765928323,0.9874119012316042,0.720942927127635
0.13,8,0.9909760992971917,0.7137629071284501,0.9521918014572567,0.7409705825154016,0.9872130726295351,0.7210661064886447
0.13,9,0.9910603338767497,0.7135332979862256,0.9528108674895787,0.741323006399104,0.9875249854811252,0.7207948273433714
0.13,10,0.9910045310042314,0.7137253265318758,0.9579344677344137,0.7371857801184022,0.9873839528925862,0.720795976862236
0.13,11,0.9910609764553874,0.7137586080812123,0.9590101413314825,0.7367291521275154,0.9873552965698321,0.720790082205886
0.13,12,0.9910894081624271,0.713720800117653,0.9592639368802236,0.7373169456934684,0.9873836316032674,0.7208033161742686
0.13,13,0.991368712545832,0.7142291231913663,0.9594053248946741,0.7393474039437549,0.9874120320418012,0.7226746590490988
0.13,14,0.9917952506884391,0.7148707658225493,0.9594602947094328,0.739923672761492,0.9873836970083659,0.7237406717691184
0.13,15,0.9918230085483352,0.714898174719969,0.9605619008402625,0.7391115744695584,0.9874401424595219,0.7238270821515284
0.13,16,0.9919077890329265,0.7149301036306572,0.9614708425350065,0.7386296120583736,0.9874404950173467,0.7238573179582698
0.13,17,0.9919926661911225,0.7151228492924745,0.9620012072058118,0.7377629226060344,0.9876104085443544,0.7240648339183636
0.13,18,0.9920496262788062,0.7152295883270591,0.9627366102536099,0.7361475923541455,0.9877799382450316,0.724113573109229
0.13,19,0.9922184821323398,0.7157601024740359,0.9645729143165881,0.73604043586883,0.9875769670184097,0.7255025384674384
0.13,20,0.992161812065469,0.7157851099577268,0.963981509470558,0.7350485562292476,0.9876049807625261,0.7255157327947113
0.13,21,0.992161812065469,0.7157705983095846,0.9644905790725243,0.7350956194715649,0.9876618754451113,0.7255272507734446
0.13,22,0.992161812065469,0.7157705983095846,0.9644905790725243,0.7350956194715649,0.9876618754451113,0.7255272507734446
0.13999999999999999,1,1.0,0.6666633022934375,0.0,0.0,1.0,0.6666633022934375
0.13999999999999999,2,0.988427308042283,0.6997080997985229,0.0,0.0,0.988427308042283,0.6997080997985229
0.13999999999999999,3,0.9900985405822819,0.699454631231812,0.07770117358042726,0.1408673549527649,0.9900138909078876,0.7011256833975058
0.13999999999999999,4,0.9892502836368512,0.7053615160668381,0.14705409420744517,0.24532878904005972,0.9870138886015544,0.7101061549047486
0.13999999999999999,5,0.9898445545544191,0.715924005197793,0.6594041849685777,0.6563991550938236,0.9848901314524362,0.7246415365983876
0.13999999999999999,6,0.9898724716249312,0.7157830602975254,0.7659536993958019,0.7061494953435842,0.9850038582805952,0.7244537833450225
0.13999999999999999,7,0.9897590348175855,0.7163538393893023,0.9388014535938529,0.7421776765928323,0.9853147105906243,0.7248333414535365
0.13999999999999999,8,0.9893344244108917,0.7162224163490253,0.9521918014572567,0.7409705825154016,0.9848347465428411,0.7250535352666123
0.13999999999999999,9,0.9895894738484025,0.7161136502815322,0.9528108674895787,0.741323006399104,0.9850326112769535,0.7249278150596797
0.13999999999999999,10,0.9895049179795256,0.7161106532022904,0.9579344677344137,0.7371857801184022,0.9851186769188208,0.7253834753574623
0.13999999999999999,11,0.9895052392688445,0.7162134385967113,0.9590101413314825,0.7367291521275154,0.9850902452117811,0.7253170360512984
0.13999999999999999,12,0.9895621026829238,0.716254487677041,0.9592639368802236,0.7373169456934684,0.9851749944278666,0.7254023168759818
0.13999999999999999,13,0.9900423226149272,0.7169839925199221,0.9594053248946741,0.7393474039437549,0.9853459372279296,0.727004196091401
0.13999999999999999,14,0.9904084631609472,0.717397341321757,0.9594602947094328,0.739923672761492,0.9851485217252461,0.7280055689954921
0.13999999999999999,15,0.9905777682459096,0.7175939985702078,0.9605619008402625,0.7391115744695584,0.9852041966556543,0.7280701638141278
0.13999999999999999,16,0.9906337644656368,0.717693531643289,0.9614708425350065,0.7386296120583736,0.9852899410082024,0.728140649693717
0.13999999999999999,17,0.9906058786636306,0.7176217968370686,0.9620012072058118,0.7377629226060344,0.9852328217099027,0.7283650727358658
0.13999999999999999,18,0.9908325930677059,0.7179475229273672,0.9627366102536099,0.7361475923541455,0.9854595361139781,0.7284105810223641
0.13999999999999999,19,0.9909455181066109,0.7185973165744893,0.9645729143165881,0.73604043586883,0.9851451154848485,0.7297358650301287
0.13999999999999999,20,0.9909738531400464,0.7186398854226397,0.963981509470558,0.7350485562292476,0.9851170050671278,0.7297149810445921
0.13999999999999999,21,0.9908611868534486,0.7186169893724678,0.9644905790725243,0.7350956194715649,0.985060335000257,0.7296655635682697
0.13999999999999999,22,0.9908611868534486,0.7186169893724678,0.9644905790725243,0.7350956194715649,0.985060335000257,0.7296655635682697
0.14999999999999997,1,1.0,0.6666633022934375,0.0,0.0,1.0,0.6666633022934375
0.14999999999999997,2,0.988427308042283,0.6997080997985229,0.0,0.0,0.988427308042283,0.6997080997985229
0.14999999999999997,3,0.9891651818629409,0.7021069080298159,0.07770117358042726,0.1408673549527649,0.9869842428785113,0.7056819915070213
0.14999999999999997,4,0.9870139852751586,0.7097236072267338,0.14705409420744517,0.24532878904005972,0.9839827678038677,0.7149658842991878
0.14999999999999997,5,0.9883170215911145,0.7185541911883622,0.6594041849685777,0.6563991550938236,0.9823981752111881,0.7287475302671665
0.14999999999999997,6,0.9884296566092062,0.7184146937851678,0.7659536993958019,0.7061494953435842,0.9825398503783648,0.7286539164715927
0.14999999999999997,7,0.9885994421941038,0.7193587603559172,0.9388014535938529,0.7421776765928323,0.982796955493899,0.7294409191923193
0.14999999999999997,8,0.9880889594927518,0.7192393600455261,0.9521918014572567,0.7409705825154016,0.9824020619515205,0.7295305142758215
0.14999999999999997,9,0.988259228445671,0.719222655306082,0.9528108674895787,0.741323006399104,0.9826006005327765,0.729425265921992
0.14999999999999997,10,0.9883728586002255,0.7191945775215401,0.9579344677344137,0.7371857801184022,0.9828557125072989,0.7296295591448924
0.14999999999999997,11,0.988316316475465,0.7190940918904299,0.9590101413314825,0.7367291521275154,0.9829403650497803,0.7297078522401406
0.14999999999999997,12,0.9884015149229798,0.7191633189976411,0.9592639368802236,0.7373169456934684,0.98296879675682,0.7297211556278634
0.14999999999999997,13,0.9885432242267491,0.7196584854739951,0.9594053248946741,0.7393474039437549,0.9827714153907293,0.7311173880202287
0.14999999999999997,14,0.9889958796460651,0.7201067860580798,0.9594602947094328,0.739923672761492,0.9825720721521325,0.731848345937779
0.14999999999999997,15,0.9892498685420148,0.7203293532078074,0.9605619008402625,0.7391115744695584,0.9828560992017165,0.7321133151100522
0.14999999999999997,16,0.9892784281911647,0.7203944394046135,0.9614708425350065,0.7386296120583736,0.9828850768137894,0.7321728934408273
0.14999999999999997,17,0.9893917370564003,0.7203736607875593,0.9620012072058118,0.7377629226060344,0.9827715433328393,0.7322658693995437
0.14999999999999997,18,0.9893348736423208,0.720405864033577,0.9627366102536099,0.7361475923541455,0.9826296748184541,0.7322530300347188
0.14999999999999997,19,0.9895585372319102,0.7213500157168641,0.9645729143165881,0.73604043586883,0.9824594712706333,0.7337353222586733
0.14999999999999997,20,0.9895586339055146,0.7213203484809793,0.963981509470558,0.7350485562292476,0.9824595679442377,0.7337429356770934
0.14999999999999997,21,0.9896431897743917,0.7212781647972243,0.9644905790725243,0.7350956194715649,0.9823751400174708,0.7337649343828233
0.14999999999999997,22,0.9896431897743917,0.7212781647972243,0.9644905790725243,0.7350956194715649,0.9823751400174708,0.7337649343828233
0.15999999999999998,1,1.0,0.6666633022934375,0.0,0.0,1.0,0.6666633022934375
0.15999999999999998,2,0.988427308042283,0.6997080997985229,0.0,0.0,0.988427308042283,0.6997080997985229
0.15999999999999998,3,0.9873821502306962,0.7052888588198951,0.07770117358042726,0.1408673549527649,0.983823226472495,0.7114257890624226
0.15999999999999998,4,0.9850319032932173,0.7134879985417101,0.14705409420744517,0.24532878904005972,0.9798441836582524,0.7206764757718211
0.15999999999999998,5,0.9865315817230216,0.7210834359493848,0.6594041849685777,0.6563991550938236,0.9797975360972787,0.7326995926879314
0.15999999999999998,6,0.9864743970196234,0.7211691083917698,0.7659536993958019,0.7061494953435842,0.9802493243222425,0.7325731456133084
0.15999999999999998,7,0.9869284996749178,0.7219407661224247,0.9388014535938529,0.7421776765928323,0.9801103132751342,0.7332984521517448
0.15999999999999998,8,0.9865889910421344,0.7219317358514088,0.9521918014572567,0.7409705825154016,0.9795450541062323,0.7333870511388106
0.15999999999999998,9,0.986759837168593,0.7218470169084054,0.9528108674895787,0.741323006399104,0.980083647225305,0.7334250979717449
0.15999999999999998,10,0.9865894090050576,0.7218125407615057,0.9579344677344137,0.7371857801184022,0.9801680751520717,0.7337056626214186
0.15999999999999998,11,0.9866742861632535,0.7218373787169746,0.9590101413314825,0.7367291521275154,0.980083519283195,0.7337278661728619
0.15999999999999998,12,0.9867879163178079,0.7218754386743225,0.9592639368802236,0.7373169456934684,0.9801678505363572,0.7337678922274898
0.15999999999999998,13,0.987212913418919,0.7225154168983376,0.9594053248946741,0.7393474039437549,0.9801401580815599,0.7348912001644194
0.15999999999999998,14,0.9874110681738446,0.7228994993262026,0.9594602947094328,0.739923672761492,0.9801396121765263,0.7358038968015984
0.15999999999999998,15,0.9876661176113554,0.7231160533294417,0.9605619008402625,0.7391115744695584,0.9803374769106389,0.7360309948314768
0.15999999999999998,16,0.9876662142849596,0.7230712294499598,0.9614708425350065,0.7386296120583736,0.9800841305933269,0.7358714939803583
0.15999999999999998,17,0.9877505426700353,0.723140657349588,0.9620012072058118,0.7377629226060344,0.9802534669467953,0.7361710791174478
0.15999999999999998,18,0.9878355165018354,0.7232104092598943,0.9627366102536099,0.7361475923541455,0.9799712396910145,0.735903711876901
0.15999999999999998,19,0.9881982849440506,0.7242280877317029,0.9645729143165881,0.73604043586883,0.9800001831664948,0.7379001722902022
0.15999999999999998,20,0.9881417428192901,0.7241715808170707,0.963981509470558,0.7350485562292476,0.9799437377153389,0.7378576182669487
0.15999999999999998,21,0.9881421920507192,0.7242242404880166,0.9644905790725243,0.7350956194715649,0.9800009536872429,0.7378924791836852
0.15999999999999998,22,0.9881421920507192,0.7242242404880166,0.9644905790725243,0.7350956194715649,0.9800009536872429,0.7378924791836852
0.16999999999999998,1,0.9677434015872945,0.6998186059073385,0.0,0.0,1.0,0.6666633022934375
0.16999999999999998,2,0.988427308042283,0.6997080997985229,0.0,0.0,0.988427308042283,0.6997080997985229
0.16999999999999998,3,0.9852044212713688,0.709085812828507,0.07770117358042726,0.1408673549527649,0.9784405905081254,0.7174019944915667
0.16999999999999998,4,0.9821699823026284,0.7170514944803928,0.14705409420744517,0.24532878904005972,0.9751571440619213,0.7253851476567602
0.16999999999999998,5,0.9851432844225396,0.723984797829757,0.6594041849685777,0.6563991550938236,0.9767437553279449,0.7362492191402769
0.16999999999999998,6,0.9850586318800584,0.7241414267433806,0.7659536993958019,0.7061494953435842,0.9769989327075658,0.736229395645792
0.16999999999999998,7,0.9853157369955925,0.7246908713670929,0.9388014535938529,0.7421776765928323,0.9774225792463028,0.7370042960871074
0.16999999999999998,8,0.9849470574035273,0.7246764570475243,0.9521918014572567,0.7409705825154016,0.9768546530892454,0.7370642967049282
0.16999999999999998,9,0.9851174542985568,0.7247040487532436,0.9528108674895787,0.741323006399104,0.9770261730628474,0.7371775976323791
0.16999999999999998,10,0.9851180002035903,0.7246659801291885,0.9579344677344137,0.7371857801184022,0.9771101176215925,0.7371231081466756
0.16999999999999998,11,0.9850611367895109,0.7245561709012668,0.9590101413314825,0.7367291521275154,0.9771107602002304,0.7371391193502356
0.16999999999999998,12,0.9850605908844775,0.7245786858600689,0.9592639368802236,0.7373169456934684,0.977195188126997,0.7371951427255069
0.16999999999999998,13,0.9857978221264977,0.7252572637391363,0.9594053248946741,0.7393474039437549,0.9773672568737194,0.738576961887096
0.16999999999999998,14,0.9859957835342144,0.7257727912536208,0.9594602947094328,0.739923672761492,0.9771131087671536,0.7396819056861074
0.16999999999999998,15,0.9860809819817291,0.7260316882760746,0.9605619008402625,0.7391115744695584,0.9770002491333472,0.7395967565604531
0.16999999999999998,16,0.9860244398569686,0.7259071523561001,0.9614708425350065,0.7386296120583736,0.9770289054561014,0.7395709832519001
0.16999999999999998,17,0.9861940974997561,0.7259941201204981,0.9620012072058118,0.7377629226060344,0.9769431611035534,0.7397118488732252
0.16999999999999998,18,0.9862517001660773,0.726134569789895,0.9627366102536099,0.7361475923541455,0.9768580593296429,0.739686938843873
0.16999999999999998,19,0.9864459653125838,0.7268996727684301,0.9645729143165881,0.73604043586883,0.9768302360646482,0.7411109510824535
0.16999999999999998,20,0.9864456440232647,0.7268842210473386,0.963981509470558,0.7350485562292476,0.9768019010312129,0.7411372545778624
0.16999999999999998,21,0.9864174056634338,0.7268633512619305,0.9644905790725243,0.7350956194715649,0.9767456801957713,0.7410863432217419
0.16999999999999998,22,0.9864174056634338,0.7268633512619305,0.9644905790725243,0.7350956194715649,0.9767456801957713,0.7410863432217419
0.17999999999999997,1,0.9677434015872945,0.6998186059073385,0.0,0.0,0.9677434015872945,0.6998186059073385
0.17999999999999997,2,0.988427308042283,0.6997080997985229,0.0,0.0,0.988427308042283,0.6997080997985229
0.17999999999999997,3,0.982289972838462,0.7129034723925728,0.07770117358042726,0.1408673549527649,0.9747328236760406,0.7214559333499779
0.17999999999999997,4,0.9788616667323113,0.7215133719313108,0.14705409420744517,0.24532878904005972,0.9721301914211197,0.7280363559394907
0.17999999999999997,5,0.9835868392522603,0.7269219040650959,0.6594041849685777,0.6563991550938236,0.9740561492412235,0.7398002281218217
0.17999999999999997,6,0.9834166357044397,0.7271836667092538,0.7659536993958019,0.7061494953435842,0.9740278796128866,0.7397865804925022
0.17999999999999997,7,0.9835889261987897,0.7273789829780735,0.9388014535938529,0.7421776765928323,0.9739966188389889,0.7402886531433327
0.17999999999999997,8,0.9834473477052174,0.7273355289317324,0.9521918014572567,0.7409705825154016,0.973545791613895,0.740478943645639
0.17999999999999997,9,0.9835606878389586,0.7272973254850074,0.9528108674895787,0.741323006399104,0.973828564774709,0.7406066105829491
0.17999999999999997,10,0.9835335725577004,0.7275887931171616,0.9579344677344137,0.7371857801184022,0.9738852035730737,0.7405065050330335
0.17999999999999997,11,0.9834485020522958,0.7275791682581719,0.9590101413314825,0.7367291521275154,0.9738566751924299,0.7405486056864561
0.17999999999999997,12,0.9835042736563083,0.7276283394927593,0.9592639368802236,0.7373169456934684,0.9737721193235528,0.7405239105698159
0.17999999999999997,13,0.9839571565594257,0.7279103346621284,0.9594053248946741,0.7393474039437549,0.9743964596632608,0.7422592153545414
0.17999999999999997,14,0.9844112904832261,0.728573967401975,0.9594602947094328,0.739923672761492,0.9738586370649358,0.7429867625682519
0.17999999999999997,15,0.9845253386007036,0.728749601538457,0.9605619008402625,0.7391115744695584,0.9739713346200395,0.743297738818899
0.17999999999999997,16,0.9845251139849891,0.7288639688799158,0.9614708425350065,0.7386296120583736,0.9738580911599023,0.743331588749228
0.17999999999999997,17,0.9844970035672683,0.7289497991022459,0.9620012072058118,0.7377629226060344,0.9737452002575901,0.7432295630617919
0.17999999999999997,18,0.9846940977806328,0.7289894034880019,0.9627366102536099,0.7361475923541455,0.9740292273071741,0.743156749585521
0.17999999999999997,19,0.9846634170483609,0.7299917832089826,0.9645729143165881,0.73604043586883,0.973774820448301,0.7440870447749354
0.17999999999999997,20,0.9847199591731215,0.7300567496007418,0.963981509470558,0.7350485562292476,0.9737467100305802,0.7440494580679681
0.17999999999999997,21,0.984719734557407,0.7300949143487364,0.9644905790725243,0.7350956194715649,0.9737183749971449,0.7440760160725531
0.17999999999999997,22,0.984719734557407,0.7300949143487364,0.9644905790725243,0.7350956194715649,0.9737183749971449,0.7440760160725531
0.18999999999999995,1,0.9677434015872945,0.6998186059073385,0.0,0.0,0.9677434015872945,0.6998186059073385
0.18999999999999995,2,0.988427308042283,0.6997080997985229,0.0,0.0,0.988427308042283,0.6997080997985229
0.18999999999999995,3,0.9779871304314688,0.7175162300804113,0.07770117358042726,0.1408673549527649,0.9694646879286646,0.7255806688892535
0.18999999999999995,4,0.9758633704142637,0.7241887808513007,0.14705409420744517,0.24532878904005972,0.9685631330201679,0.7313080575583605
0.18999999999999995,5,0.9817758934175905,0.7300786192845258,0.6594041849685777,0.6563991550938236,0.9705763136973045,0.7429518215520234
0.18999999999999995,6,0.9819182111634049,0.729854405444637,0.7659536993958019,0.7061494953435842,0.9706339789006376,0.7426657961875419
0.18999999999999995,7,0.9820605914462311,0.7305053900975711,0.9388014535938529,0.7421776765928323,0.970630285507514,0.7434126513806615
0.18999999999999995,8,0.9817784921325606,0.7306027901607273,0.9521918014572567,0.7409705825154016,0.9699523913205198,0.7434891414814097
0.18999999999999995,9,0.9819491449118104,0.7308217978349477,0.9528108674895787,0.741323006399104,0.9701210538268447,0.7437720453767317
0.18999999999999995,10,0.9819213557834084,0.730662148829626,0.9579344677344137,0.7371857801184022,0.9701227256785376,0.7436197400426265
0.18999999999999995,11,0.9818357081044646,0.730629510498238,0.9590101413314825,0.7367291521275154,0.9700942939714979,0.7435415469389862
0.18999999999999995,12,0.9820337661857859,0.7307999439564498,0.9592639368802236,0.7373169456934684,0.9701510607119729,0.7436091999480597
0.18999999999999995,13,0.9825998925490403,0.7312216002535195,0.9594053248946741,0.7393474039437549,0.970945408384206,0.7454376609475633
0.18999999999999995,14,0.982598735333875,0.73129063725199,0.9594602947094328,0.739923672761492,0.9702090130680322,0.7458695546601076
0.18999999999999995,15,0.982627712945948,0.7315428789946296,0.9605619008402625,0.7391115744695584,0.9703493718094277,0.7461886054370191
0.18999999999999995,16,0.9825148220436356,0.7315666397429482,0.9614708425350065,0.7386296120583736,0.9703780935372803,0.7460887766743074
0.18999999999999995,17,0.9827408938690733,0.7317890198099936,0.9620012072058118,0.7377629226060344,0.9705180030472467,0.7462697941897144
0.18999999999999995,18,0.9829118054006304,0.7317692088596166,0.9627366102536099,0.7361475923541455,0.9704064939758142,0.7463540032919722
0.18999999999999995,19,0.983220923321955,0.7329424534233869,0.9645729143165881,0.73604043586883,0.9704913398655043,0.7474602270445129
0.18999999999999995,20,0.9831924916149153,0.7328749373724778,0.963981509470558,0.7350485562292476,0.9704910185761854,0.7474194125770186
0.18999999999999995,21,0.9832492583553902,0.732971152414393,0.9644905790725243,0.7350956194715649,0.9705193536096207,0.7473679045292457
0.18999999999999995,22,0.9832492583553902,0.732971152414393,0.9644905790725243,0.7350956194715649,0.9705193536096207,0.7473679045292457
0.19999999999999996,1,0.9677434015872945,0.6998186059073385,0.0,0.0,0.9677434015872945,0.6998186059073385
0.19999999999999996,2,0.988427308042283,0.6997080997985229,0.0,0.0,0.988427308042283,0.6997080997985229
0.19999999999999996,3,0.9744495358786988,0.7214880502591138,0.07770117358042726,0.1408673549527649,0.9631820096968754,0.7305785951856364
0.19999999999999996,4,0.973147912662129,0.7268894563869863,0.14705409420744517,0.24532878904005972,0.9648895469662703,0.7343132512346462
0.19999999999999996,5,0.9797694569480638,0.7327327956312776,0.6594041849685777,0.6563991550938236,0.9668399189428846,0.7459322562046973
0.19999999999999996,6,0.9797395154680341,0.7328661372714924,0.7659536993958019,0.7061494953435842,0.9670671792519934,0.7457897815579085
